from,to,time,message
8,7,2017-05-11T16:08:41+09:00,"Truly wonderful, the mind of a child is. HI! I'M MR MEESEEKS! LOOK AT ME! I have a bad feeling about this."
7,8,2017-05-17T10:05:48+09:00,"You know, that little droid is going to cause me a lot of trouble."
8,7,2017-05-15T17:15:13+09:00,"Go home and drink, grandpa. Well, you said you wanted to be around when I made a mistake. Do. Or do not. There is no try."
7,8,2017-04-04T03:03:22+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. Yo! What up my glip glops! Bounty hunters! We don't need this scum."
8,7,2017-05-15T09:06:25+09:00,"That is why you fail. You know, that little droid is going to cause me a lot of trouble."
7,8,2017-05-06T15:26:38+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
8,7,2017-04-06T19:46:58+09:00,I have a bad feeling about this.
8,7,2017-05-28T20:13:52+09:00,"Pluto's a planet. Judge me by my size, do you?"
8,7,2017-05-02T14:51:57+09:00,Pluto's a planet.
8,7,2017-05-12T23:27:57+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Only at the end do you realize the power of the Dark Side. Truly wonderful, the mind of a child is."
8,7,2017-05-21T23:51:55+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
7,8,2017-05-15T11:07:50+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
7,8,2017-05-15T13:32:41+09:00,I like what you got.
8,7,2017-04-27T13:49:24+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
8,7,2017-05-25T05:54:32+09:00,"Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. You do have your moments. Not many, but you have them."
8,7,2017-05-05T00:28:27+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
8,7,2017-05-24T06:16:48+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
7,8,2017-04-19T15:36:28+09:00,"Hello Jerry, come to rub my face in urine again? It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. I don't get it and I don't need to."
7,8,2017-05-03T20:35:46+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
8,7,2017-04-12T02:10:06+09:00,"Well, you said you wanted to be around when I made a mistake. He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Don’t even trip dawg."
7,8,2017-04-26T09:23:48+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Wars not make one great.
7,8,2017-05-16T08:31:54+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Would somebody get this big walking carpet out of my way?"
7,8,2017-05-03T09:25:04+09:00,Do. Or do not. There is no try. I find your lack of faith disturbing.
8,7,2017-04-10T00:46:33+09:00,Never tell me the odds!
7,8,2017-04-22T11:22:19+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
8,7,2017-05-09T21:47:40+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Sometimes science is a lot more art, than science. A lot of people don't get that."
8,7,2017-04-24T14:23:59+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Adventure. Excitement. A Jedi craves not these things."
8,7,2017-05-24T09:23:47+09:00,"Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Would somebody get this big walking carpet out of my way?"
7,8,2017-04-05T02:11:16+09:00,"Judge me by my size, do you? Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Shut him up or shut him down."
8,7,2017-05-26T00:31:52+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Ohh yea, you gotta get schwifty. Would somebody get this big walking carpet out of my way?"
8,7,2017-04-08T14:07:30+09:00,I don't get it and I don't need to.
7,8,2017-04-29T08:09:18+09:00,"You're our boy dog, don't even trip. Don’t even trip dawg."
7,8,2017-05-13T16:36:43+09:00,"You do have your moments. Not many, but you have them. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
8,7,2017-04-10T21:39:14+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. If you're saying that coming here was a bad idea, I'm starting to agree with you."
7,8,2017-05-09T11:37:26+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
8,7,2017-05-26T08:51:15+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
7,8,2017-05-16T16:03:57+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that."
9,7,2017-05-01T15:47:14+09:00,"R2-D2, you know better than to trust a strange computer!"
7,9,2017-03-30T14:17:26+09:00,"Truly wonderful, the mind of a child is."
9,7,2017-04-24T13:58:48+09:00,"Go home and drink, grandpa. Aw, c'mon Rick. That doesn't seem so bad."
9,7,2017-03-31T00:26:47+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. I have a bad feeling about this."
9,7,2017-05-21T11:09:18+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
7,9,2017-05-09T23:30:25+09:00,"Aren't you a little short for a Stormtrooper? Aww, gee, you got me there Rick."
7,9,2017-04-18T06:14:44+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that."
9,7,2017-04-23T13:34:03+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. WUBBA LUBBA DUB DUBS!!!"
9,7,2017-04-11T07:03:54+09:00,"You do have your moments. Not many, but you have them. That is why you fail. I like what you got."
7,9,2017-05-10T19:17:47+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Bounty hunters! We don't need this scum. I like what you got.
7,9,2017-04-19T09:41:14+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Aww, gee, you got me there Rick. Hello Jerry, come to rub my face in urine again?"
7,9,2017-05-23T18:26:11+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Who's the more foolish; the fool, or the fool who follows him? Aren't you a little short for a Stormtrooper?"
7,9,2017-05-23T02:18:37+09:00,"R2-D2, you know better than to trust a strange computer!"
9,7,2017-04-28T12:01:22+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
7,9,2017-05-17T20:38:28+09:00,"Do. Or do not. There is no try. Adventure. Excitement. A Jedi craves not these things. Hello Jerry, come to rub my face in urine again?"
9,7,2017-05-20T17:05:58+09:00,"Truly wonderful, the mind of a child is. A Jedi uses the Force for knowledge and defense, never for attack."
7,9,2017-04-01T06:24:10+09:00,"I find your lack of faith disturbing. You know, that little droid is going to cause me a lot of trouble."
9,7,2017-05-15T12:12:22+09:00,Aren't you a little short for a Stormtrooper?
7,9,2017-04-10T02:51:21+09:00,"Well, you said you wanted to be around when I made a mistake. I like what you got."
7,9,2017-04-14T16:48:51+09:00,No reward is worth this.
7,9,2017-04-22T01:21:35+09:00,"You'll find I'm full of surprises! Strike me down, and I will become more powerful than you could possibly imagine. HI! I'M MR MEESEEKS! LOOK AT ME!"
7,9,2017-05-25T12:32:35+09:00,"You know, that little droid is going to cause me a lot of trouble."
7,9,2017-05-22T07:10:08+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious.
9,7,2017-05-27T08:42:06+09:00,Shut him up or shut him down. Never tell me the odds! You are unwise to lower your defenses!
7,9,2017-05-21T11:04:25+09:00,"Who's the more foolish; the fool, or the fool who follows him? Pluto's a planet."
9,7,2017-04-18T16:03:30+09:00,"You do have your moments. Not many, but you have them. Aww, gee, you got me there Rick."
9,7,2017-05-08T22:29:21+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. This isn't Game of Thrones, Morty. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
7,9,2017-05-19T04:50:02+09:00,I like what you got.
9,7,2017-05-07T13:59:53+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. I don't get it and I don't need to."
9,7,2017-05-25T20:06:24+09:00,"Aww, gee, you got me there Rick."
7,9,2017-05-25T11:36:43+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. You will never find a more wretched hive of scum and villainy. We must be cautious. Aren't you a little short for a Stormtrooper?"
9,7,2017-05-08T08:44:50+09:00,"Aren't you a little short for a Stormtrooper? Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
9,7,2017-05-20T19:35:21+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Don’t even trip dawg. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
7,9,2017-05-14T18:53:16+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
9,7,2017-04-03T01:38:36+09:00,"Aww, gee, you got me there Rick."
7,9,2017-05-06T11:36:39+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
7,9,2017-05-25T12:25:38+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
7,9,2017-05-16T16:58:39+09:00,"Aw, c'mon Rick. That doesn't seem so bad. You'll find I'm full of surprises! It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
7,9,2017-05-17T14:43:40+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
7,9,2017-05-08T12:45:28+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
7,9,2017-05-09T23:06:08+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. If you're saying that coming here was a bad idea, I'm starting to agree with you."
9,7,2017-05-01T01:02:16+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
9,7,2017-05-16T07:57:40+09:00,"This isn't Game of Thrones, Morty."
9,7,2017-04-23T05:30:47+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
9,7,2017-05-07T05:39:43+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Judge me by my size, do you?"
7,9,2017-05-23T00:55:25+09:00,"Don’t even trip dawg. That is why you fail. A Jedi uses the Force for knowledge and defense, never for attack."
7,9,2017-05-27T01:48:02+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
9,7,2017-04-02T08:51:10+09:00,"Go home and drink, grandpa. I have a bad feeling about this."
9,7,2017-04-25T00:27:29+09:00,No reward is worth this. Wars not make one great. WUBBA LUBBA DUB DUBS!!!
7,9,2017-04-07T16:01:31+09:00,"Well, you said you wanted to be around when I made a mistake. I like what you got. Go home and drink, grandpa."
7,9,2017-05-13T06:02:50+09:00,Bounty hunters! We don't need this scum. Would somebody get this big walking carpet out of my way?
7,9,2017-05-02T18:18:25+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
7,9,2017-04-14T11:40:46+09:00,"Only at the end do you realize the power of the Dark Side. Truly wonderful, the mind of a child is. Well, you said you wanted to be around when I made a mistake."
9,7,2017-05-16T06:47:37+09:00,You are unwise to lower your defenses!
9,7,2017-05-18T06:53:39+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
9,7,2017-04-11T14:14:20+09:00,"R2-D2, you know better than to trust a strange computer! You do have your moments. Not many, but you have them."
7,9,2017-04-24T04:54:59+09:00,I have a bad feeling about this.
7,9,2017-04-21T23:06:14+09:00,"Aww, gee, you got me there Rick. I don't get it and I don't need to."
7,9,2017-05-13T22:34:21+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
7,9,2017-05-10T14:41:04+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Hello Jerry, come to rub my face in urine again?"
9,7,2017-05-09T10:41:55+09:00,"Now, witness the power of this fully operational battle station. This isn't Game of Thrones, Morty."
9,7,2017-04-02T13:10:33+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
7,9,2017-04-22T18:41:28+09:00,No reward is worth this. You'll find I'm full of surprises!
9,7,2017-05-12T08:51:21+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
9,7,2017-04-21T11:05:16+09:00,"This isn't Game of Thrones, Morty. Hello Jerry, come to rub my face in urine again? WUBBA LUBBA DUB DUBS!!!"
7,9,2017-04-01T23:07:45+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Strike me down, and I will become more powerful than you could possibly imagine. Aren't you a little short for a Stormtrooper?"
9,7,2017-05-17T11:28:29+09:00,"Judge me by my size, do you? Aren't you a little short for a Stormtrooper?"
7,9,2017-05-13T03:31:25+09:00,Yo! What up my glip glops!
7,9,2017-04-05T05:22:34+09:00,I don't get it and I don't need to.
9,7,2017-04-18T15:33:00+09:00,"Go home and drink, grandpa. Would somebody get this big walking carpet out of my way?"
7,9,2017-05-01T07:45:34+09:00,Do. Or do not. There is no try. Never tell me the odds!
9,7,2017-05-25T13:12:06+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Truly wonderful, the mind of a child is. Pluto's a planet."
9,7,2017-04-08T18:28:30+09:00,"You do have your moments. Not many, but you have them. You know, that little droid is going to cause me a lot of trouble."
7,9,2017-05-07T05:21:44+09:00,Do. Or do not. There is no try. Adventure. Excitement. A Jedi craves not these things. Don’t even trip dawg.
7,9,2017-04-22T10:38:57+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Never tell me the odds! Adventure. Excitement. A Jedi craves not these things.
7,9,2017-05-19T16:56:23+09:00,WUBBA LUBBA DUB DUBS!!! That is why you fail.
7,9,2017-04-11T15:07:30+09:00,"Only at the end do you realize the power of the Dark Side. You know, that little droid is going to cause me a lot of trouble."
9,7,2017-05-26T20:02:12+09:00,You'll find I'm full of surprises!
7,9,2017-05-17T11:30:57+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
9,7,2017-04-06T20:44:49+09:00,"You're our boy dog, don't even trip. No reward is worth this. Aren't you a little short for a Stormtrooper?"
7,9,2017-05-03T23:51:04+09:00,I don't get it and I don't need to. You will never find a more wretched hive of scum and villainy. We must be cautious.
7,9,2017-05-11T07:44:01+09:00,"Aww, gee, you got me there Rick. Bounty hunters! We don't need this scum."
7,9,2017-04-25T18:08:45+09:00,No reward is worth this. You are unwise to lower your defenses!
9,7,2017-04-20T17:18:22+09:00,"You're our boy dog, don't even trip. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. That is why you fail."
9,7,2017-04-22T04:14:33+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Yo! What up my glip glops! Aww, gee, you got me there Rick."
7,9,2017-05-06T07:12:19+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Would somebody get this big walking carpet out of my way?"
7,9,2017-05-02T11:38:02+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Hello Jerry, come to rub my face in urine again? I find your lack of faith disturbing."
9,7,2017-05-27T17:21:40+09:00,"Bounty hunters! We don't need this scum. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
7,9,2017-04-20T05:35:28+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. You know, that little droid is going to cause me a lot of trouble."
7,9,2017-05-15T20:32:51+09:00,WUBBA LUBBA DUB DUBS!!! Adventure. Excitement. A Jedi craves not these things.
9,7,2017-04-07T19:41:17+09:00,"Judge me by my size, do you?"
10,7,2017-05-02T22:05:54+09:00,"I like what you got. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Shut him up or shut him down."
7,10,2017-04-03T09:43:45+09:00,"That is why you fail. Go home and drink, grandpa. I like what you got."
10,7,2017-04-09T15:55:37+09:00,Don’t even trip dawg.
10,7,2017-04-07T04:04:46+09:00,"You'll find I'm full of surprises! You are unwise to lower your defenses! Well, you said you wanted to be around when I made a mistake."
10,7,2017-04-03T02:30:18+09:00,"You'll find I'm full of surprises! I find your lack of faith disturbing. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
10,7,2017-04-20T23:25:55+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Don’t even trip dawg. Aww, gee, you got me there Rick."
10,7,2017-04-02T19:43:30+09:00,"HI! I'M MR MEESEEKS! LOOK AT ME! Strike me down, and I will become more powerful than you could possibly imagine. You will never find a more wretched hive of scum and villainy. We must be cautious."
10,7,2017-05-02T18:38:24+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Judge me by my size, do you?"
10,7,2017-04-01T07:30:23+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
10,7,2017-05-16T00:36:59+09:00,"I find your lack of faith disturbing. Aw, c'mon Rick. That doesn't seem so bad."
7,10,2017-05-20T15:14:41+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. This isn't Game of Thrones, Morty."
10,7,2017-03-30T15:15:10+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Do. Or do not. There is no try."
7,10,2017-04-01T19:38:17+09:00,Only at the end do you realize the power of the Dark Side.
7,10,2017-04-03T14:09:20+09:00,"Shut him up or shut him down. You know, that little droid is going to cause me a lot of trouble. I find your lack of faith disturbing."
10,7,2017-04-08T00:59:25+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. You do have your moments. Not many, but you have them. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
7,10,2017-04-09T20:33:33+09:00,"Hello Jerry, come to rub my face in urine again? Who's the more foolish; the fool, or the fool who follows him? Bounty hunters! We don't need this scum."
10,7,2017-04-12T18:37:35+09:00,Would somebody get this big walking carpet out of my way? He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Yo! What up my glip glops!
7,10,2017-04-30T03:17:14+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. HI! I'M MR MEESEEKS! LOOK AT ME! Aww, gee, you got me there Rick."
7,10,2017-04-21T11:01:35+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Sometimes science is a lot more art, than science. A lot of people don't get that. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
10,7,2017-05-20T11:23:37+09:00,"Well, you said you wanted to be around when I made a mistake. Snuffles was my slave name, you can call me snowball because my fur is pretty and white. You will never find a more wretched hive of scum and villainy. We must be cautious."
10,7,2017-04-14T02:39:46+09:00,"Ohh yea, you gotta get schwifty. Aww, gee, you got me there Rick."
7,10,2017-04-25T07:39:41+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that."
7,10,2017-05-27T13:10:44+09:00,"Judge me by my size, do you?"
7,10,2017-05-10T23:14:12+09:00,"Bounty hunters! We don't need this scum. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. That is why you fail."
7,10,2017-05-23T06:42:05+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! Don’t even trip dawg.
7,10,2017-04-12T22:18:33+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
10,7,2017-05-17T12:56:30+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Wars not make one great."
10,7,2017-05-06T17:34:02+09:00,Adventure. Excitement. A Jedi craves not these things.
7,10,2017-04-15T16:59:54+09:00,"You are unwise to lower your defenses! He's not a hot girl. He can't just bail on his life and set up shop in someone else's. You're our boy dog, don't even trip."
7,10,2017-04-14T20:15:37+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
10,7,2017-04-21T16:03:51+09:00,"Now, witness the power of this fully operational battle station. Hello Jerry, come to rub my face in urine again?"
7,10,2017-04-13T07:46:29+09:00,I find your lack of faith disturbing.
7,10,2017-05-05T09:19:09+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Aww, gee, you got me there Rick."
7,10,2017-05-06T18:05:07+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Never tell me the odds! Now, witness the power of this fully operational battle station."
7,10,2017-04-14T16:58:08+09:00,Never tell me the odds!
10,7,2017-05-09T09:51:30+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
7,10,2017-04-12T07:06:50+09:00,"Judge me by my size, do you?"
10,7,2017-04-08T10:58:37+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Only at the end do you realize the power of the Dark Side."
7,10,2017-04-23T09:54:06+09:00,I don't get it and I don't need to. He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
10,7,2017-04-02T06:29:47+09:00,"Ohh yea, you gotta get schwifty."
7,10,2017-05-27T09:06:58+09:00,"You know, that little droid is going to cause me a lot of trouble. I have a bad feeling about this. Truly wonderful, the mind of a child is."
10,7,2017-04-07T05:35:53+09:00,"Hello Jerry, come to rub my face in urine again? A Jedi uses the Force for knowledge and defense, never for attack. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
7,10,2017-05-26T23:19:19+09:00,"Truly wonderful, the mind of a child is. Only at the end do you realize the power of the Dark Side."
7,10,2017-04-11T13:47:30+09:00,"This isn't Game of Thrones, Morty. Who's the more foolish; the fool, or the fool who follows him? You will never find a more wretched hive of scum and villainy. We must be cautious."
10,7,2017-05-27T05:23:18+09:00,Don’t even trip dawg. I'm the devil. What should I do when I fail? Give myself an ice cream?
7,10,2017-05-18T03:01:19+09:00,"Aww, gee, you got me there Rick. I have a bad feeling about this."
10,7,2017-05-13T07:41:11+09:00,"You know, that little droid is going to cause me a lot of trouble. You will never find a more wretched hive of scum and villainy. We must be cautious. Truly wonderful, the mind of a child is."
10,7,2017-04-06T19:40:23+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
10,7,2017-04-07T12:32:22+09:00,Wars not make one great. Bounty hunters! We don't need this scum.
10,7,2017-05-06T07:47:17+09:00,"I find your lack of faith disturbing. You do have your moments. Not many, but you have them."
10,7,2017-04-21T14:41:09+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Hello Jerry, come to rub my face in urine again? Shut him up or shut him down."
7,10,2017-04-24T18:11:42+09:00,"Would somebody get this big walking carpet out of my way? You're our boy dog, don't even trip."
10,7,2017-04-19T19:59:56+09:00,"Ohh yea, you gotta get schwifty."
10,7,2017-05-10T06:30:09+09:00,"Aw, c'mon Rick. That doesn't seem so bad. HI! I'M MR MEESEEKS! LOOK AT ME!"
10,7,2017-04-12T05:38:10+09:00,"Adventure. Excitement. A Jedi craves not these things. Hello Jerry, come to rub my face in urine again?"
10,7,2017-04-17T03:16:25+09:00,No reward is worth this.
7,10,2017-04-13T21:19:00+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Never tell me the odds!"
10,7,2017-04-01T06:05:55+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
7,10,2017-05-12T01:51:18+09:00,"Would somebody get this big walking carpet out of my way? If you're saying that coming here was a bad idea, I'm starting to agree with you. That is why you fail."
7,10,2017-04-06T18:32:43+09:00,That is why you fail.
10,7,2017-04-28T10:59:12+09:00,"I like what you got. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
7,10,2017-04-26T19:00:09+09:00,"You'll find I'm full of surprises! You know, that little droid is going to cause me a lot of trouble. Bounty hunters! We don't need this scum."
7,10,2017-04-22T09:50:09+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
7,10,2017-05-12T01:43:21+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
10,7,2017-04-06T17:04:36+09:00,Wars not make one great.
7,10,2017-05-01T23:49:46+09:00,"Who's the more foolish; the fool, or the fool who follows him? Aw, c'mon Rick. That doesn't seem so bad."
10,7,2017-05-27T05:18:53+09:00,"Now, witness the power of this fully operational battle station."
7,10,2017-04-26T04:45:24+09:00,"Go home and drink, grandpa."
10,7,2017-04-22T06:08:17+09:00,Shut him up or shut him down.
7,10,2017-04-09T16:47:46+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Aw, c'mon Rick. That doesn't seem so bad."
7,10,2017-05-21T14:56:19+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. I don't get it and I don't need to."
7,10,2017-04-19T03:57:16+09:00,"This isn't Game of Thrones, Morty."
7,10,2017-05-17T16:48:41+09:00,I don't get it and I don't need to. Bounty hunters! We don't need this scum.
10,7,2017-05-07T18:41:28+09:00,"Do. Or do not. There is no try. I don't get it and I don't need to. Strike me down, and I will become more powerful than you could possibly imagine."
10,7,2017-05-11T08:26:29+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
10,7,2017-05-09T13:03:44+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious.
10,7,2017-04-28T07:38:38+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
10,7,2017-05-01T06:40:22+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. You are unwise to lower your defenses! You do have your moments. Not many, but you have them."
7,10,2017-04-16T19:16:54+09:00,"You know, that little droid is going to cause me a lot of trouble. I don't get it and I don't need to. This isn't Game of Thrones, Morty."
7,10,2017-05-07T12:23:27+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
7,10,2017-05-03T02:15:19+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
7,10,2017-05-01T18:56:29+09:00,"Aww, gee, you got me there Rick. A Jedi uses the Force for knowledge and defense, never for attack. Well, you said you wanted to be around when I made a mistake."
7,10,2017-04-23T02:53:22+09:00,That is why you fail. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
10,7,2017-04-30T09:04:31+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
10,7,2017-04-18T16:19:20+09:00,"Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Ohh yea, you gotta get schwifty."
